Date,AAPL,MSFT,INTC,YHOO,AMZN,TGT,WBA,M,KSS,BBY,PLKI,PRLB
4/22/2015,-0.62,0.35,0.27,-0.515,-1.38,0.09,-0.07,-0.03,0.96,-0.27,-0.03,0.48
4/21/2015,0,-0.27,-0.3,-0.165,1.67,0.32,-0.03,0.24,-0.38,-0.13,-0.21,-1.6
4/20/2015,0.9,1.29,0.26,0.205,13.95,0.91,0.16,0.34,0.86,0.12,0.56,-0.05
4/17/2015,-0.94,-0.545,-0.4,-1.33,-10.48,-1.9,-2.56,-1.22,-1.84,-0.73,-2.16,-1
4/16/2015,-0.02,-0.095,0.04,0.05,2.59,-0.04,-2.02,-0.24,0.11,-0.36,0.02,-0.5
4/15/2015,0.77,0.605,1.34,0.205,-1.66,-1.1,-0.44,-0.09,-0.38,-0.25,-0.56,1.6
4/14/2015,0.065,-0.11,-0.24,0.755,2.75,0.1,0.27,-1.15,-1.15,-0.54,-0.21,-0.07
4/13/2015,0.135,0.04,-0.2,-0.41,-0.29,-0.61,-0.31,-0.01,-0.67,-0.24,0.4,1.73
4/10/2015,0.07,0.24,0.69,-0.45,-0.89,0.28,-0.6,1.16,0.73,-0.13,-0.13,3.59
4/9/2015,0.26,0.06,-0.07,0.46,2.34,0.15,4.94,-1.8,-0.08,0.35,-0.88,-0.02
4/8/2015,0.45,-0.11,0.05,1.56,6.79,0.53,0.4,1.85,-0.61,0.3,1.79,0.78
4/7/2015,-0.83,-0.015,0.22,-0.06,-2.63,-0.73,-0.73,-0.18,-0.45,-0.15,-1.21,-1.01
4/6/2015,0.225,1.255,0.23,-0.48,4.79,0.67,2.04,0.28,-0.26,-0.01,-0.14,0.11
4/2/2015,-0.585,-0.43,0,0.02,1.995,0.58,1.71,2.4,0.91,1.01,-0.01,-0.05
4/1/2015,-0.45,0.065,-0.46,-0.305,-1.845,0.02,-0.42,0.54,-0.09,-0.58,-0.06,1.5
3/31/2015,-0.61,-0.305,-0.19,-0.515,-2.49,-0.07,-1.31,0.47,1.63,-0.96,-0.92,-0.59
3/30/2015,0.47,-0.01,-0.54,-0.15,4.03,0.58,0.7,0.79,1.31,0.27,0.73,0.37
3/27/2015,0.19,-0.24,1.92,0.63,3.21,1.12,0.85,0.39,0.32,0.08,0.68,1.18
3/26/2015,-0.55,-0.25,0.19,0.27,-3.61,-1.18,-1.44,-1.46,0.3,-1.02,-0.17,-0.68
3/25/2015,-1.05,-1.44,-0.9,-0.22,-3.13,-0.38,-2.12,-0.61,-0.32,-1.43,-1.73,-0.33
3/24/2015,-0.325,0.045,-0.41,-0.295,-1.02,0.77,0.08,-0.31,-0.59,-0.01,0.19,0.81
3/23/2015,-0.095,-0.025,-0.11,-0.32,-3.38,-0.08,-0.31,-0.34,-0.04,0.07,1.1,-0.76
3/20/2015,1.35,0.595,0.57,0.055,5.25,0.71,0.87,0.91,0.03,-0.81,-0.46,0.68
3/19/2015,-0.58,-0.215,-0.15,0.31,-1.895,-0.46,0.18,0.46,0.66,-0.17,0.32,-0.09
3/18/2015,0.24,0.805,0.3,0.885,3.215,0.03,0.92,0.51,0.62,0.13,-0.66,-0.09
3/17/2015,-0.26,0.135,-0.24,0.275,-1.43,0.54,-0.51,-0.03,0.13,0.01,-0.13,-0.58
3/16/2015,0.74,0.18,-0.1,0.64,2.77,1.31,3.05,0.77,0.1,1.1,0.47,0.13
3/13/2015,-0.67,0.36,0.13,-0.08,-3.66,-0.12,-0.53,0.17,-0.31,-0.32,-0.37,-0.05
3/12/2015,-0.85,-0.96,-1.53,0.45,7.87,1.52,1.74,0.83,0.56,0.63,2.26,1.03
3/11/2015,0.02,-0.05,0.63,-0.175,-3.14,0.11,-0.21,-0.94,-0.06,0.25,-0.95,-0.8
3/10/2015,0.1,-0.82,-1.02,-0.305,-9.05,-0.9,-0.78,0.74,0.2,0.14,-0.47,-1.48
3/9/2015,-0.24,0.49,-0.47,-0.46,-1.53,1.36,1.15,-0.42,0.35,0.12,-0.13,0.67
3/6/2015,-1.07,-0.75,-0.54,-0.72,-7.74,-0.99,-0.85,-0.21,-0.24,0.08,-1.06,-1.75
3/5/2015,1.39,0.055,-0.39,0.17,5.11,0.48,0.18,0.3,-0.7,-0.16,0.26,0.63
3/4/2015,-0.38,-0.225,0.025,1.37,-1.89,-0.28,-0.19,-0.58,-0.2,0.61,-0.5,-0.38
3/3/2015,-0.75,-0.6,0.035,-1.49,-1.045,0.32,-0.41,-0.43,0.24,0.55,-0.66,-0.45
3/2/2015,0.82,0.03,0.81,-0.17,5.495,0.85,0.54,0.18,0.46,0.53,2.01,1.45
2/27/2015,0.2,-0.205,-0.4,-0.17,-4.64,-0.07,1.43,0.14,2.11,0.55,-0.08,-0.41
2/26/2015,-0.02,0.065,-0.295,0.02,-0.57,-0.25,1.64,0,0.79,-0.75,-6.14,-0.69
2/25/2015,-0.15,-0.1,-0.465,1.05,6.78,0.2,-0.38,1.48,0.93,0.04,2.38,0.43
2/24/2015,0.2,-0.06,0.65,-0.15,-1.55,0.26,1.8,-2.06,-0.03,-0.73,1.65,0.51
2/23/2015,-0.02,0.295,-0.65,-0.58,-3.52,-0.18,1.46,0.46,0.5,-0.29,-0.2,-0.03
2/20/2015,-1.3,0.355,0.2,-0.26,4.665,0.19,0.03,0.7,1.13,0.15,0.54,0.47
2/19/2015,0.01,-0.03,-0.055,0.72,5.625,-0.67,-0.69,-0.52,-0.38,0.01,0.36,-0.27
2/18/2015,-6.1,-0.05,-0.47,0.12,-2.06,0.71,-0.21,-0.12,-0.1,-0.16,0.09,-2.44
2/17/2015,0.88,-0.29,0.375,-0.89,-6.4,0.52,-0.73,-0.68,0.6,0.17,0.34,-0.49
2/13/2015,0.02,0.78,0.235,0.495,4.66,-0.75,-1.23,-0.34,-0.58,-0.08,0.44,2.6
2/12/2015,1.6,0.71,0.575,0.965,2.03,0.45,0.43,-0.1,-0.64,0.94,-0.23,3
2/11/2015,0.2,-0.22,-0.15,-0.11,2.145,-0.23,2.84,0.24,-0.11,0.18,1.43,0.33
2/10/2015,0.3,0.24,0.77,0.5,2.435,1.26,0.29,0.83,-0.04,1,1.87,0.92
2/9/2015,0.39,-0.05,-0.365,-0.37,-3.72,-0.97,0.25,-0.04,0.32,-0.29,-0.17,1.8
2/6/2015,-0.015,-0.04,-0.645,-0.605,0.39,0.41,1.36,0.03,1.56,1.27,-0.07,-0.35
2/5/2015,0.205,0.61,0.34,-0.5,9.14,0.34,0.12,-1.19,0.87,-0.12,-0.36,8.08
2/4/2015,-0.42,0.24,-0.1,-0.655,1.2,-0.26,-0.12,-1.18,3.99,0.26,0.14,-3.21
2/3/2015,1.05,0.32,0.05,0.015,-0.92,1.62,-0.1,1.89,1.44,0.98,0.76,-3
2/2/2015,0.24,0.88,0.61,0.695,9.94,0.64,1.14,0.3,1.72,-0.23,-0.16,-0.56
1/30/2015,-0.14,-1.61,-1.17,0.26,42.75,-1.88,-0.82,-1.48,-1.03,-0.89,-1.38,0.39
1/29/2015,0.5,0.82,0.435,-2.73,7.87,1.23,0.8,0.47,-0.05,0.96,1.41,-0.89
1/28/2015,-0.86,-1.47,-0.41,-1.53,-2.84,-0.5,-1.16,-0.62,-0.28,-0.27,-0.46,0.13
1/27/2015,-1.44,-4.35,-1.62,-1.45,-2.91,-0.49,-0.91,-0.57,-0.35,-0.43,-0.41,-1.05
1/26/2015,1.29,-0.17,-0.64,0.49,-2.73,-0.04,0.25,0.25,1.25,0.82,-0.29,0.89
1/23/2015,-0.13,0.05,-0.465,0.06,2.07,-0.48,-0.43,0.33,-0.01,0.12,0.71,-0.04
1/22/2015,0.54,1.21,0.43,0.71,13.07,1.82,0.43,1.3,1.53,0.79,1.57,0.1
1/21/2015,-0.02,-0.47,0.39,0.55,7.81,0.28,-0.46,0.9,0.3,0.06,-1.37,2.34
1/20/2015,-0.21,0.15,-0.36,1.16,-1.3,-1.27,0.02,0.16,-0.98,-0.95,-0.42,0.01
1/16/2015,2.01,0.76,0.26,0.24,3.79,-0.73,1.25,0.8,0.79,0.69,0.9,0.51
1/15/2015,-0.98,-0.475,-0.16,-1.28,-6.32,1.34,-0.21,-2.09,-1.37,-5.61,-0.595,-0.62
1/14/2015,0.265,-0.4,-0.15,-0.79,-1.47,-1.62,-0.27,-1.15,-0.72,0.81,-0.485,-0.67
1/13/2015,0.085,-0.245,-0.1,-0.5,3.33,-0.68,-0.44,-0.46,0.01,0.01,-0.6,1.52
1/12/2015,0.01,-0.59,-0.16,-0.92,-5.52,0.2,0.03,0.12,0.42,1.03,0.8,-0.3
1/9/2015,-0.01,-0.4,0.07,-0.51,-3.53,-0.7,-1.88,-1.89,-1.31,-1.05,-0.93,-1.72
1/8/2015,0,1.36,0.67,1.64,2.04,0.36,0.95,0.26,0.21,0.58,0.28,0.8
1/7/2015,0.94,0.58,0.74,-0.62,3.13,2.8,1.91,2.66,2.16,1.08,3.57,1.02
1/6/2015,-0.62,-0.675,-0.67,0.08,-6.9,-0.01,0.19,-0.24,-0.08,-0.34,0.61,-2.46
1/5/2015,-1.45,-0.435,-0.41,-1.04,-6.33,-1.35,-1.5,-0.56,-0.36,-1,-1.21,-3.22
1/2/2015,-0.25,0.31,0.07,-0.34,-1.83,-0.58,-0.2,-0.06,-1.45,-0.19,-0.55,0.49
12/31/2014,-0.34,-0.57,-0.47,-0.71,0.05,0.2,0.15,0.48,0.32,-0.4,0.29,0.41
12/30/2014,-0.59,-0.43,-0.42,0.69,-1.74,0.18,-0.74,0.05,0.07,0.3,-0.47,0.19
12/29/2014,-0.05,-0.43,-0.37,-0.33,2.95,0.47,0.33,1.17,0.45,-0.06,0.42,0.08
12/26/2014,-0.05,-0.26,0.11,0.21,6.06,0.41,-0.21,-0.21,-0.26,0.25,0.53,-0.14
12/24/2014,0.5,-0.31,0.01,0.63,-3.255,-0.04,0.16,0.22,-1.08,-0.8,0.01,-0.14
12/23/2014,0.22,0.47,0.22,-1.13,-0.255,0.19,2.24,0.58,0.97,0.46,0.83,0.68
12/22/2014,-0.16,0.32,0.84,0.27,6.64,0.55,1.04,0.87,0.98,0.22,1.28,0.37
12/19/2014,-1.07,0.14,-0.65,-0.03,2.17,-0.69,-1.15,-1.48,0.14,0.53,-0.58,-2.48
12/18/2014,0.99,1.78,0.78,0.79,-1.15,1.07,2.39,1.31,1.81,1.01,-0.65,0.32
12/17/2014,1.14,0.58,0.68,1.27,3.82,1.29,-0.4,0.75,0.46,1.7,0.73,1.62
12/16/2014,-0.03,-1.51,-0.36,-0.97,-11.01,-0.92,-1.05,-1.12,-0.84,-1.14,-0.33,-0.89
12/15/2014,-0.11,-0.28,-0.305,-0.42,-1.25,0.8,-1.06,0.77,0.75,0.06,-0.88,0.1
12/12/2014,-0.9,-0.22,-0.475,0.3,-0.04,-1.13,1.49,1.14,0.37,0.22,-0.45,-0.01
12/11/2014,-1.66,0.27,0.28,0.735,1.52,0.62,4.86,0.61,0.16,0.63,2.04,1.56
12/10/2014,-1.11,-0.69,-0.47,-1.305,-6.66,-0.69,-0.44,-0.75,-0.06,-0.47,-0.7,-0.6
12/9/2014,0.44,-0.105,-0.31,0.89,5.86,-0.18,0.86,-0.2,0.38,-0.12,0.16,1.82
12/8/2014,-0.34,-0.725,-0.47,-1.37,-5.99,0.12,-0.87,-0.79,-0.64,0.96,-0.165,0.2
12/5/2014,-0.26,-0.42,0.21,0.58,-4.3,0.38,0.7,-0.15,0.25,-0.45,-0.015,0.37
12/4/2014,-0.65,0.76,0.03,0.13,0.43,-0.05,0.52,-1.16,-1.4,0.04,-0.47,0.06
12/3/2014,0.46,-0.38,-0.17,-0.39,-9.81,0.26,0.63,0.41,0.98,-1.16,-1.05,-0.07
12/2/2014,0.16,-0.16,0.43,0.57,0.31,0.32,-1.02,0.06,-0.3,-0.06,0.72,0.81
12/1/2014,-1.06,0.81,-0.08,-1.64,-12.64,-1.25,-0.84,-1.72,-2.09,-2.15,-0.22,-2
11/28/2014,0.23,0.06,0.35,-0.19,5.07,1.84,0.14,1.38,0.95,0.66,0.52,-2.1
11/26/2014,0.13,0.28,0.58,0.21,-1.47,0.06,0.66,-0.37,-0.16,0.34,0.26,-1.01
11/25/2014,-2.69,-0.12,0.07,-0.11,-0.6,0.53,0.08,-0.46,-0.09,-0.49,0.14,0.99
11/24/2014,0.7,-0.39,0.66,0.79,3.01,0.06,0.14,1.03,0.7,0.87,1.88,1.71
11/21/2014,0.19,-0.72,-0.36,-0.21,2.09,0.32,0.25,0.48,-0.12,0.01,0,1.07
11/20/2014,-0.45,0.48,1.6,0.67,4,-1.31,-0.45,0.88,0.94,2.48,1,0.85
11/19/2014,2.55,-0.52,-0.36,-1.17,1.61,4.99,-0.27,0.52,0.27,0.64,-0.06,-0.44
11/18/2014,0.83,-0.72,0.47,-0.62,1.88,0.38,1.51,-0.16,-0.21,-0.39,-0.22,-0.23
11/17/2014,-0.14,-0.12,0.29,0.62,-4.77,-1,-0.38,-0.44,0.22,-0.2,-1.72,0.72
11/14/2014,0.02,-0.03,0.27,1.25,11.34,0.63,-0.03,0.48,1.05,0,1.55,-1.44
11/13/2014,-0.13,0.83,0.3,-0.1,4.97,0.78,-0.48,0,-1.84,0.29,3.42,1.25
11/12/2014,0.25,-0.09,0.07,1.55,-0.5,1,-0.06,2.98,1.68,0.37,0.05,1.15
11/11/2014,0.23,-0.02,0.05,-0.36,6.9,0.2,-0.28,-0.67,-0.34,0.12,-0.43,-1.45
11/10/2014,0.88,0.21,-0.32,0.86,5.25,1.35,0.86,-0.62,-0.65,-0.47,0.59,1.34
11/7/2014,-0.24,-0.02,-0.24,0.62,3.22,2.28,0.27,0.84,0.41,-0.03,0.87,-0.74
11/6/2014,-0.66,0.84,0.06,0.47,0.12,0.77,0.99,1.84,1.72,0.57,0.04,1.97
11/5/2014,-0.24,0.29,-0.78,0.38,-6.29,-0.25,0.42,0.9,-0.08,0.28,0.57,-2.13
11/4/2014,0.14,0.13,0.23,0.74,-2.91,-0.22,0.26,-0.95,0.22,-0.05,0.43,-0.7
11/3/2014,0.22,0.49,0.3,0.29,0.26,-0.23,0.76,-0.57,0.73,0.27,0,-1.28
10/31/2014,1.34,0.9,1.43,0.42,6.39,0.04,1.26,-0.08,-0.58,0.52,0.15,1.1
10/30/2014,0.18,-0.57,-1.34,0.2,4.95,0.89,0.13,0.45,0.36,1.27,0.45,1.73
10/29/2014,-3.24,0.13,0.18,-0.44,-1.47,0.24,-0.87,0.18,-0.22,-0.31,-0.57,0.39
10/28/2014,0.59,0.58,0.54,1.17,5.62,-0.91,0.59,-1.22,-3.89,-0.33,1.22,2.07
10/27/2014,1.35,-0.22,0.02,1.2,2.91,-0.01,0.46,-0.49,-0.54,-0.12,0.26,-1.35
10/24/2014,1.03,1.11,0.49,0.9,-26.12,-0.46,0.58,0.59,-0.11,-0.01,0.75,-1.49
10/23/2014,0.63,0.64,0.42,0.6,0.21,0.7,0.57,0.77,0.77,0.28,0.22,-6.45
10/22/2014,-0.25,-0.5,-0.34,1.82,-2.36,-0.31,-0.05,-0.76,-0.28,0.24,0.12,-3.01
10/21/2014,1.03,0.8,1.03,0.9,9.12,1.35,1.35,1.31,1.19,0.41,0.36,2.74
10/20/2014,0.58,0.45,0.2,0.83,2.57,1.22,-0.07,0.86,0.98,0.85,0.99,1.56
10/17/2014,-0.37,0.89,0.53,0.335,0.78,-0.37,-0.12,-0.36,0.26,0.06,-0.01,-2.6
10/16/2014,0.75,-0.48,-0.425,0.295,-3.11,-0.54,-0.56,0.57,-0.18,0.39,-0.41,2.75
10/15/2014,1.08,-0.51,-0.865,-0.15,-2.34,-1.71,0.26,-0.58,-0.24,0.85,0.32,0.58
10/14/2014,1.43,0.08,0.67,-0.41,1.86,1.25,0,1.59,0.68,0.32,0.08,0.74
10/13/2014,-0.42,-0.38,-0.44,-1.22,-4.94,-0.15,-2.3,-1.69,-0.59,-0.77,0.23,1.13
10/10/2014,0.05,-1.82,-1.71,-1.5,-3.98,-1.01,1.44,0.28,-0.53,-0.37,-0.72,-1.54
10/9/2014,-1.47,-0.93,-0.65,0.02,-7.33,-1.21,0.09,-1.58,-0.92,-0.65,-0.54,-2.94
10/8/2014,1.13,1.25,0.8,0.15,5.72,1.27,1.62,0.62,0.22,1.28,1.67,2.12
10/7/2014,-1.17,-0.56,-0.64,-0.59,-5.22,-0.74,-0.81,-1.15,-1.75,-1.97,0.03,-2.79
10/6/2014,0.78,0,0.08,0.49,-0.54,-0.79,-0.12,-1.09,-1.88,-1.17,-0.03,0.12
10/3/2014,0.565,0.33,0.51,0.53,4.33,0.5,1.01,1.25,0.64,0.65,0.98,2.44
10/2/2014,-1.105,-0.14,-0.47,0.18,0.95,0.5,0.72,0.59,0.42,0.1,0.58,0.53
10/1/2014,-1,-0.46,-0.83,-0.43,-4.98,-0.61,-0.23,-0.42,-0.62,-0.97,-0.28,-1.46
9/30/2014,0.12,-0.08,-0.08,0.23,0.62,-0.36,-0.33,-0.74,-0.23,-0.06,-0.09,-1.37
9/29/2014,0.01,0.03,0.64,-0.14,-1.39,-0.11,-0.58,-0.75,-0.93,0.71,0.01,-0.61
9/26/2014,1.11,0.37,0.12,1.71,1.28,0.27,-0.31,0.86,0.83,-0.32,0.48,-0.46
9/25/2014,-0.49,-1.04,-0.61,-0.93,-6.28,-1,-1.03,-0.75,-1.1,-0.73,-0.19,-1.52
9/24/2014,0.49,0.52,0.33,0.83,4.58,0.8,0.42,0.92,0.57,0.63,0.2,2.86
9/23/2014,-0.78,-0.5,-0.29,0.4,-0.87,-0.28,0.68,-0.3,0.16,-0.31,-0.48,-0.52
9/22/2014,-0.57,-0.46,-0.11,-2.28,-6.82,-0.45,-2.46,-1.16,-0.26,-0.94,-0.67,-1.38
9/19/2014,-0.96,0.84,-0.35,-1.155,6.32,-0.12,-0.3,-0.46,-0.51,-0.35,-0.01,-4.46
9/18/2014,-0.01,0.16,0.19,-0.505,1,1.06,-0.55,-0.07,0.98,0.44,0.73,0.19
9/17/2014,-0.67,-0.24,0.05,-0.12,-3.76,0.01,0.09,0.39,0.41,-0.28,0.26,-1.4
9/16/2014,0.12,0.52,0.39,0.16,3.87,0.65,0.92,0.67,0.76,0.79,-0.06,0.41
9/15/2014,0.09,-0.455,-0.08,-0.33,-7.3,-0.32,-0.1,-0.02,-0.03,0.39,-0.07,-1.34
9/12/2014,0.45,-0.305,-0.4,1.62,0.67,-0.06,-0.62,-0.23,0.53,1.12,0,-1.36
9/11/2014,-0.69,0.16,0,0.12,-0.81,0.64,0.12,-0.09,0.96,0.19,0.32,1.66
9/10/2014,2.06,0.08,0.11,0.36,1.58,1.07,0.71,-0.52,-0.39,0.51,0.53,0.98
9/9/2014,-1.85,0.29,-0.42,-1.03,-12.59,0.32,-0.35,-0.21,0.49,-0.34,-0.46,-1.06
9/8/2014,0.29,0.56,0.33,2.22,-4.04,-0.52,-0.99,-1.19,-1.16,-0.25,-0.14,1.75
9/5/2014,0.83,0.65,0.095,0.4,0.43,0.05,1.49,-0.6,-0.38,0.23,-0.16,-0.61
9/4/2014,-1.12,0.3,0.335,0.32,6.95,0.64,2.24,0.74,1.19,0.93,0.18,1.09
9/3/2014,-0.36,-0.13,0,-0.4,-3.38,0.2,0.21,-0.53,0.03,-0.12,-0.58,-0.35
9/2/2014,-0.41,-0.34,-0.35,0.76,3.34,0.12,-0.51,-0.07,0.32,-0.54,0.6,1.26
8/29/2014,0.21,0.55,0.27,0.2,-0.98,-0.28,0.05,-0.07,-0.61,-0.35,0.18,-2.1
8/28/2014,-0.47,0.01,-0.14,0.13,-3.16,-0.44,-0.06,-0.22,-0.26,0.55,-0.08,1.29
8/27/2014,-2.87,-0.135,-0.01,0.39,1.35,0.09,-0.4,-0.01,0.19,1.89,-0.47,0.1
8/26/2014,-0.23,-0.165,-0.01,0.08,7.81,-0.28,0.14,0.24,-0.14,-2.19,0.32,-0.56
8/25/2014,0.05,0.02,-0.13,-0.3,2.43,-0.07,-0.26,0.58,0.18,0.79,0.76,-0.55
8/22/2014,0.24,-0.07,-0.21,0.37,-1.32,-0.02,-0.02,1.07,0.14,0.07,0.12,1.01
8/21/2014,0.33,0.27,0.65,0.14,-2.87,0.74,-0.93,0.61,0.41,-0.21,-1.48,-1.28
8/20/2014,0.96,-0.38,0.16,-0.33,0.65,1.08,-0.15,1.14,1.14,0.59,0.55,-0.24
8/19/2014,0.11,0.22,-0.07,0.45,0.6,0.7,0.08,0.91,0.19,0.84,0.19,-0.04
8/18/2014,-0.07,0.32,0.24,0.91,0.9,0.35,0.32,0.59,0.67,0.72,0.21,0.3
8/15/2014,0.32,0.52,0.23,0.11,0.42,-0.54,-0.5,-0.39,-0.03,-0.34,0.36,-1.21
8/14/2014,0.095,0.19,-0.16,0.17,6.93,0.48,-0.2,1.37,1.8,-0.04,-0.86,0.01
8/13/2014,0.315,0.56,0.97,0.67,6.96,-0.2,0.29,-3.29,-0.82,0.11,0.2,1.54
8/12/2014,-0.43,0.32,0.11,-0.27,0.99,0.1,0.17,-0.36,0.1,-0.18,-0.03,-0.12
8/11/2014,0.18,0,0.42,-0.12,1.53,-0.18,1.29,-0.09,0.11,-0.02,-0.19,0.19
8/8/2014,0.55,-0.03,-0.08,0.25,5.35,1.04,-0.17,1.44,1.27,0.63,-0.05,-0.01
8/7/2014,0.04,0.49,-0.165,-0.13,-2.44,-0.47,1.66,-0.04,-0.28,-0.54,0.21,1.2
8/6/2014,0.48,-0.34,0.025,0.09,1.57,-0.06,-9.91,1.17,0.77,0.01,-0.22,-0.2
8/5/2014,-0.56,-0.29,-1.23,-0.835,-1.33,-2.67,-2.99,-0.94,0.22,-0.14,-0.64,-1.83
8/4/2014,0.56,0.51,0.305,0.915,6.59,0.85,1.58,0.69,0.18,0.53,1.26,-1.26
8/1/2014,-0.4975,-0.3,-0.145,-0.19,-5.93,0.26,1.76,0.1,0.02,-0.56,-0.54,-2
7/31/2014,0.6075,-0.4185,-0.46,-0.79,-9.52,-1.79,-2.12,-0.82,-0.02,-1.18,-0.87,-0.73
7/30/2014,-3.17,-0.3065,0.16,0.92,2.51,0.28,0.73,1.01,1.62,-0.02,0.67,-1.37
7/29/2014,0.06,-0.085,-0.04,-0.22,-0.41,0.8,-1.29,0.02,-0.29,-0.62,0.19,-0.38
7/28/2014,0.42,-0.53,-0.02,-0.22,-3.6,-0.09,-1.84,0.12,0.87,0.52,-0.09,-1.01
7/25/2014,-0.8,0.1,0,-0.05,-34.6,-0.6,0.21,-0.46,-0.74,-0.42,0.07,-2.02
7/24/2014,0.65,-0.47,-0.25,1.46,0.47,0.26,0.18,0.44,0.28,0.55,-0.31,5.05
7/23/2014,0.28,0.04,-0.2901,1.11,-2.7,1.35,0.04,0.5,0.16,0.02,-0.36,-0.83
7/22/2014,0.62,-0.005,0.7301,0.32,1.08,0.08,1.19,0.25,-0.65,0.75,0.72,-0.04
7/21/2014,-0.26,0.145,0.36,-0.05,1.1,-0.71,-0.3,-0.38,-0.09,0.04,-0.85,0.54
7/18/2014,0.47,0.16,0,0.12,6.206,0.29,1.79,0.47,0.77,0.53,0.61,2.54
7/17/2014,-0.55,0.45,-0.95,-0.58,-3.446,-0.42,-1.24,-0.44,0,-1.13,-0.38,-1.21
7/16/2014,-0.72,1.63,2.94,-1.82,1.46,-0.57,-0.17,0.38,0.3,0.98,-0.27,-1.08
7/15/2014,-0.74,0.31,0.22,-0.09,-0.88,0.53,0.1,-1.13,0.33,0.25,-0.38,-1.27
7/14/2014,0.64,0.05,0.24,0.27,9.12,0.18,-0.17,-0.28,-0.51,-0.43,0.15,0.84
7/11/2014,0.16,0.405,-0.01,0.5,18.28,0.07,0.13,-0.69,-0.56,-0.6,-0.6,0.55
7/10/2014,-0.51,0.015,0.37,0.08,-2.05,-0.12,-0.42,-0.67,-1.13,-1,-0.49,0.69
7/9/2014,-2.77,-0.11,0.1,0.32,6.16,0.25,0.83,0.31,0.18,0.34,0.55,-1.33
7/8/2014,-0.62,-0.21,-0.24,-0.99,-9.74,-0.19,-2.46,-0.32,0,-0.62,-0.63,-1.37
7/7/2014,-0.44,0.19,-0.11,-0.62,-3.942,0.48,-0.4,-0.4,0.07,-0.33,-0.98,-1.64
7/3/2014,0.49,-0.1,0.16,0.26,4.642,0.74,0.94,0.93,0.6,0.66,0.05,2
7/2/2014,0.16,0.03,0,0.53,0.46,0.4,-0.74,0.29,-0.81,0.47,-0.37,-2.83
7/1/2014,0.14,0.17,0.08,0.22,7.61,0.42,-0.35,0.64,0.48,-0.04,0.16,3.98
6/30/2014,0.31,-0.55,-0.03,0.88,0.21,-0.17,0.03,-0.65,-0.55,-0.03,-0.88,0.89
6/27/2014,1.36,0.53,0.15,0.59,-1.12,0.25,-0.13,0.6,0.21,0.72,-0.13,-1.61
6/26/2014,-0.72,-0.31,-0.1,0.41,-1.75,-0.19,0.04,0.07,0.25,-0.24,-0.57,2.5
6/25/2014,0.04,0.285,0.38,-0.227,3.28,-0.64,1.71,-0.47,-0.31,1.5,0.31,2.62
6/24/2014,-0.17,-0.245,0.27,-0.163,-3.08,0.28,-1.25,-0.28,0.27,0.49,0.47,-0.35
6/23/2014,0.03,0.31,0.03,-0.41,3.04,0.13,-0.81,0.59,0.41,0.26,-1.01,-0.32
6/20/2014,-1.07,0.17,0.11,-0.63,-2.8,-0.45,-0.85,0.07,-0.8,-0.61,0.75,1.03
6/19/2014,-0.12,-0.14,0.16,-0.26,-7.38,0.04,-0.69,0.32,0.17,-0.19,-0.03,-0.83
6/18/2014,0.74,-0.03,-0.02,0.51,8.76,0.53,2.98,-0.2,0,0.1,0.25,-0.98
6/17/2014,0.72,0.18,-0.06,-0.38,-2,0.43,-0.19,0.74,0.26,0.25,0.79,0.63
6/16/2014,0.51,0.27,0.14,-2.13,1.35,0.51,0.23,-0.17,0.65,0.12,0.06,3.26
6/13/2014,-0.83,0.65,1.91,0.16,0.36,-0.01,0.59,0.11,-0.13,0.2,0.34,3.91
6/12/2014,-0.69,-0.28,0.03,0.15,-9.29,0.16,-2.2,-0.7,-0.12,-0.39,-0.04,-0.32
6/11/2014,-0.04,-0.25,-0.31,0.32,2.79,0.22,-0.07,-0.89,-0.86,-0.66,-0.26,0.34
6/10/2014,0.05,-0.16,0.33,0.27,4.91,-0.74,-0.18,-0.35,-0.48,0.52,-0.34,0.22
6/9/2014,0.87,-0.21,-0.26,0.12,-2.17,-0.08,-0.11,-0.42,-0.49,-0.06,-0.03,1.41
6/6/2014,1.04,0.27,0.51,0.98,6.1,0.19,-0.57,0.44,0.51,0.36,0.17,0.46
6/5/2014,0.56,0.89,0.06,0.21,16.79,0.31,1.04,-0.81,-0.56,0.12,0.36,2.73
6/4/2014,0.27,0.03,-0.06,0.08,-0.41,0.39,3,0.18,0.35,0.49,0.49,0.79
6/3/2014,-0.7,-0.5,0.4,-0.22,-1.65,0.3,-0.45,-0.21,-0.38,0.6,0.05,-1.38
6/2/2014,-0.17,-0.15,-0.06,0.22,-3.71,-0.27,0.1,0.16,-0.16,-0.2,0.04,0.94
5/30/2014,0.07,0.6,0.36,-0.25,-1.23,0.88,0.8,0.73,-0.04,0.19,-0.66,-0.86
5/29/2014,0.65,0.33,0.08,0.12,3.62,0.54,1.3,0.56,0.52,0.53,5.51,-1.63
5/28/2014,0.21,-0.18,0.17,-0.34,-0.66,-0.43,-0.43,0.19,-0.34,-0.13,0.23,0.68
5/27/2014,0.59,0.07,0.421,0.1,-1.42,0.08,0.45,0.36,1.47,0.06,0.45,1.42
5/23/2014,1.56,0.02,0.139,0.32,7.33,-0.3,-0.04,0.44,-0.05,0.79,0.19,1.52
5/22/2014,0.45,-0.25,-0.05,0.34,-0.1,-1.21,0.98,0.81,0.18,0.87,0.59,0.66
